Advertising_Type,Total_Spend,Total_Sales,Total_Orders,Total_Impressions,Total_Clicks,Campaign_Records,ACOS,ROAS,Cost Per Click (CPC),CTR,Avg_CPC,Conversion_Rate
Perpetua,124579.43,251205.52,21175,16837976,106446,22819,0.1618,1.6599,0.5943,0.009,1.1703533246904534,0.19892715555305038
